1	27	0.001031	1.108724
2	164	0.000587	2.867360
3	4	0.000242	2.795028
4	6	0.000858	3.288475
5	8	0.000162	1.428260
6	3	0.000212	1.909427
7	5	0.000973	1.090012
8	9	0.001038	1.722091
9	4	0.000832	1.224480
10	3	0.000196	1.053049
11	5	0.000213	1.555343
12	4	0.000934	1.336382
13	3	0.000748	1.253863
